contract_reference,status,start_date,end_date,next_contract_payment_due_date,cumulative_amount_paid,expected_cumulative_amount_paid,nominal_contract_value,deposit_amount,birthdate,gender,l3_entity_id,name,expected_payment_progression
abc0585,Completed,2022-02-16T08:38:48.387053,2022-02-16T08:38:48.387053,2022-02-16T08:38:48.387053,0.00,0.00,0.00,0.00,2022-02-02,0,5121,Cash Sales IPP,1.0
abc0586,Completed,2022-04-04T08:59:26.266461,2022-08-13T19:09:35.953365,2023-02-01T09:09:56.923396,3945.64,2950.96,3945.64,1570.00,1972-01-01,0,5121,Group Loan 30th Jan_22,0.7479040155716183
abc0587,Active,2022-02-11T07:22:11.426895,,2022-05-29T20:35:33.499434,4885.00,5648.00,5648.00,1016.00,,1,5121,Individual Loan IPP,1.0
abc0588,Active,2022-02-15T06:25:56.039471,,2022-09-15T06:20:40.80688,13289.00,13289.14,13289.14,3986.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0589,Active,2022-02-10T12:56:35.648741,,2022-05-13T12:21:28.73951,5300.00,7058.00,7058.00,1271.00,1970-06-06,1,5121,Individual Loan IPP,1.0
abc0590,Completed,2022-02-04T08:43:47.270041,2022-02-04T08:43:47.270041,2022-02-04T08:43:47.270041,0.00,0.00,0.00,0.00,1990-01-24,1,5121,Cash Sales IPP,1.0
abc0591,Active,2022-02-28T14:22:00.910145,,2022-03-14T18:00:54.698306,3350.00,11080.26,11159.14,3344.00,1977-12-25,1,5121,Group Loan 7th Mar 2022,0.9929313549252003
abc0592,Completed,2022-03-08T11:48:02.300406,2022-05-16T13:16:09.885838,2022-10-06T11:47:59.70195,13459.14,13364.14,13459.14,4054.00,1971-06-15,0,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0593,Active,2022-03-11T07:23:35.638108,,2022-09-08T10:02:46.665128,12100.00,12820.36,13459.14,4696.00,1968-09-26,1,5121,Group Loan 7th Mar 2022,0.9525393152905758
abc0594,Active,2022-02-08T11:32:54.750814,,2022-09-23T02:35:31.12634,8200.00,8200.14,10488.10,3112.00,1988-08-15,1,5121,Group Loan 7th Mar 2022,0.7818518130071224
abc0595,Completed,2022-03-08T11:44:54.006741,2022-07-07T08:14:28.718693,2022-10-06T11:39:08.68111,7374.14,7322.06,7374.14,2208.00,1977-04-04,0,5121,Group Loan 7th Mar 2022,0.9929374815232691
abc0596,Active,2022-03-01T10:08:44.287363,,2022-06-01T06:36:58.420249,4080.00,7119.20,7166.54,2097.00,1978-01-01,0,5121,Group Loan 7th Mar 2022,0.9933943018527769
abc0597,Completed,2022-03-24T08:29:09.840744,2022-07-01T14:48:44.117471,2022-10-17T23:37:04.441325,7929.14,7595.02,7929.14,3166.00,1997-08-28,1,5121,Group Loan 7th Mar 2022,0.9578617605440186
abc0598,Active,2022-03-01T10:12:55.180525,,2022-09-29T10:01:17.70323,3999.00,3970.80,3999.14,1196.00,1992-01-01,0,5121,Group Loan 7th Mar 2022,0.9929134763974254
abc0599,Active,2022-03-08T09:17:24.616207,,2022-03-22T19:37:36.420893,2499.00,13638.00,13638.00,2456.00,1983-07-12,1,5121,Individual Loan IPP,1.0
abc0600,Active,2022-07-25T10:39:10.952136,,2022-08-27T05:38:32.848134,1350.00,2043.04,4091.86,1000.00,1990-07-07T09:00:00,1,5083,Individual loan,0.49929371972648134
abc0601,Active,2022-03-07T10:57:21.457737,,2022-03-21T22:26:00.67185,5475.00,18149.14,18278.69,5444.00,1961-01-01,1,5121,Group Loan 7th Mar 2022,0.9929125117828466
abc0602,Active,2022-03-08T11:08:41.315251,,2022-07-26T14:00:24.552047,15500.00,20627.50,20774.14,6246.00,1956-02-11,1,5121,Group Loan 7th Mar 2022,0.9929412240410433
abc0603,Active,2022-02-21T12:38:08.613146,,2022-06-16T12:36:02.594969,4729.00,7199.14,7199.14,2157.00,1974-02-04,1,5121,Group Loan 7th Mar 2022,1.0
abc0604,Active,2022-03-14T09:24:28.74625,,2022-04-21T02:05:16.2075,2170.00,5343.45,5664.14,1695.00,,0,5121,Group Loan 7th Mar 2022,0.9433824022711303
abc0605,Active,2022-02-23T10:11:35.502745,,2022-07-26T21:23:51.455661,5550.00,6999.14,6999.14,2097.00,1939-03-03,0,5121,Group Loan 7th Mar 2022,1.0
abc0606,Active,2022-04-05T09:58:22.20565,,2022-05-27T14:47:49.335467,7489.00,13207.48,14529.14,5806.00,1978-01-01,0,5121,Group Loan 7th Mar 2022,0.9090338450864951
abc0607,Completed,2022-02-23T06:07:24.86183,2022-02-23T06:07:24.86183,2022-02-23T06:07:24.86183,0.00,0.00,0.00,0.00,,0,5121,Cash Sales IPP,1.0
abc0608,Active,2022-03-08T10:43:48.137353,,2022-07-07T00:42:25.132519,2570.00,3772.22,3799.14,1137.00,1996-02-15,1,5121,Group Loan 7th Mar 2022,0.992914185842059
abc0609,Completed,2022-03-08T08:42:31.47634,2022-03-08T08:42:31.47634,2022-03-08T08:42:31.47634,0.00,0.00,0.00,0.00,1958-02-02,0,5121,Cash Sales IPP,1.0
abc0610,Active,2022-03-19T07:55:13.57937,,2022-04-30T00:58:54.090398,6509.00,12806.20,13459.14,5378.00,,0,5121,Group Loan 7th Mar 2022,0.9514872421269115
abc0611,Active,2022-03-16T12:46:07.076293,,2022-06-30T17:41:14.848314,8630.00,12529.35,13224.14,4626.00,1984-03-16,1,5121,Group Loan 7th Mar 2022,0.9474604775811508
abc0612,Active,2022-03-15T05:20:23.92266,,2022-04-07T13:52:36.892806,1000.00,4028.00,4028.00,724.00,1960-04-24,0,5121,Individual Loan IPP,1.0
abc0613,Completed,2022-02-09T13:28:01.80177,2022-06-06T06:31:06.59692,2022-06-15T13:28:37.038312,13398.00,13398.00,13398.00,2413.00,1973-11-11,1,5121,Individual Loan IPP,1.0
abc0614,Active,2022-02-23T11:01:34.882504,,2022-05-29T08:52:02.497567,2260.00,3859.14,3859.14,1155.00,1959-08-02,1,5121,Group Loan 7th Mar 2022,1.0
abc0615,Completed,2022-02-09T07:18:45.279506,2022-07-01T03:46:06.127608,2022-09-04T18:25:45.023301,6999.14,6999.14,6999.14,2097.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0616,Completed,2022-03-08T08:43:07.947405,2022-07-15T17:24:54.262421,2022-10-06T08:41:06.050605,7729.14,7674.50,7729.14,2316.00,1970-06-15,1,5121,Group Loan 7th Mar 2022,0.9929306494642354
abc0617,Active,2022-03-17T08:47:56.555892,,2022-10-03T21:20:31.410653,12570.00,12308.53,13169.14,1784.00,1970-01-01,1,5121,Group Loan 7th Mar 2022,0.934649491158876
abc0618,Completed,2022-02-19T07:32:12.06681,2022-09-13T20:59:45.474418,2022-09-19T07:28:55.404542,20059.14,20059.14,20059.14,6017.00,,0,5121,Group Loan 7th Mar 2022,1.0
abc0619,Active,2022-03-04T11:49:15.58715,,2022-04-20T22:21:40.013479,2950.00,7009.26,7059.14,2115.00,1964-12-15,0,5121,Group Loan 7th Mar 2022,0.9929339834597416
abc0620,Completed,2022-02-10T13:51:15.431579,2022-02-10T13:51:15.431579,2022-02-10T13:51:15.431579,0.00,0.00,0.00,0.00,1957-02-02,1,5121,Cash Sales IPP,1.0
abc0621,Completed,2022-03-11T05:53:48.631916,2022-09-08T14:09:20.442857,2022-10-09T05:43:50.284548,5129.14,5092.96,5129.14,1535.00,1966-12-28,1,5121,Group Loan 7th Mar 2022,0.9929461859103086
abc0622,Active,2022-03-02T07:35:53.508317,,2022-06-01T19:12:28.442119,7600.00,13130.90,13224.14,3984.00,1959-04-13,0,5121,Group Loan 7th Mar 2022,0.9929492579479648
abc0623,Active,2022-02-22T11:32:54.771309,,2022-09-16T02:10:47.666283,3977.00,4069.14,4069.14,1217.00,1990-04-25,1,5121,Group Loan 7th Mar 2022,1.0
abc0624,Active,2022-03-07T06:52:41.945295,,2022-08-12T06:37:18.248464,19328.00,23720.34,23889.14,7168.00,,1,5121,Group Loan 7th Mar 2022,0.992934027763243
abc0625,Active,2022-02-24T05:48:46.386342,,2022-09-04T10:19:09.086016,9652.00,10379.14,10379.14,3112.00,1984-06-07,0,5121,Group Loan 7th Mar 2022,1.0
abc0626,Completed,2022-02-09T10:58:29.079991,2022-09-03T04:41:12.637201,2022-09-06T06:23:33.022077,6999.14,6999.14,6999.14,2097.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0627,Active,2022-03-07T10:44:55.757501,,2022-09-15T08:47:06.62127,6502.00,6949.68,6999.14,2097.00,1994-01-02,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0628,Active,2022-03-04T13:22:11.210956,,2022-07-09T12:23:36.617442,12000.00,17037.90,17159.14,5147.00,,1,5121,Group Loan 7th Mar 2022,0.9929343778301244
abc0629,Active,2022-03-12T05:24:12.611669,,2022-03-26T23:50:26.195478,4730.00,12751.06,13459.14,4696.00,1954-12-08,1,5121,Group Loan 7th Mar 2022,0.9473903979006089
abc0630,Active,2022-02-17T06:58:31.220358,,2022-05-28T17:54:34.803934,13270.00,21914.14,21914.14,6570.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0631,Active,2022-03-05T09:31:06.12263,,2022-03-20T15:40:54.2021,4200.00,13652.00,13749.14,4139.00,1980-05-08,1,5121,Group Loan 7th Mar 2022,0.9929348308330558
abc0632,Active,2022-04-12T09:42:28.535609,,2022-04-27T00:13:18.53818,9200.00,19853.41,22909.14,9158.00,1975-04-08,0,5121,Group Loan 7th Mar 2022,0.8666152461419329
abc0633,Active,2022-03-18T07:55:30.041181,,2022-07-11T16:31:45.428039,9820.00,13194.73,13814.14,5520.00,1957-03-15,1,5121,Group Loan 7th Mar 2022,0.955161160955369
abc0634,Active,2022-04-09T08:20:57.735071,,2022-06-11T06:17:46.218177,7300.00,13568.00,13568.00,2440.00,1966-02-18,0,5121,Individual Loan IPP,1.0
abc0635,Active,2022-02-18T08:41:37.158383,,2022-04-22T07:31:07.787754,6286.00,13289.14,13289.14,3986.00,1967-01-19,0,5121,Group Loan 7th Mar 2022,1.0
abc0636,Active,2022-03-10T13:09:21.997824,,2022-06-21T01:27:47.542922,8668.00,10468.00,10468.00,1884.00,1943-01-01,1,5121,Individual Loan IPP,1.0
abc0637,Completed,2022-07-06T12:07:53.065345,2022-07-06T12:07:53.065345,2022-07-06T12:07:53.065345,0.00,0.00,0.00,0.00,1996-09-05T09:00:00,1,5074,Cash Sales,1.0
abc0638,Active,2022-02-18T11:36:17.439409,,2022-06-19T22:05:08.547597,3157.00,3193.00,3193.00,573.00,1968-07-22,1,5121,Individual Loan IPP,1.0
abc0639,Active,2022-02-22T13:25:09.526361,,2022-06-01T23:44:40.70301,8000.00,13289.14,13289.14,3986.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0640,Active,2022-03-30T09:00:00.755259,,2022-07-08T06:12:45.957733,8880.00,12230.28,13454.14,5376.00,,1,5121,Group Loan 7th Mar 2022,0.9090346911805586
abc0641,Active,2022-03-02T08:45:55.092302,,2022-03-25T23:55:26.89133,8000.00,23769.96,23939.14,7185.00,1968-02-02,1,5121,Group Loan 7th Mar 2022,0.9929329123769692
abc0642,Active,2022-03-28T08:21:55.128977,,2022-06-07T18:38:51.291609,7270.00,14026.16,15859.14,3761.00,1962-06-16,1,5121,Group Loan 7th Mar 2022,0.8844212233450237
abc0643,Completed,2022-03-03T08:32:19.663557,2022-06-13T11:33:47.060342,2022-10-01T08:35:56.024157,6774.14,6726.16,6774.14,2030.00,1950-11-07,1,5121,Group Loan 7th Mar 2022,0.992917182107249
abc0644,Active,2022-03-30T07:30:24.683728,,2022-09-13T05:33:57.015788,20728.00,21825.64,24009.14,9598.00,1977-05-03,0,5121,Group Loan 7th Mar 2022,0.9090554680425871
abc0645,Active,2022-02-28T11:37:59.607366,,2022-07-09T17:41:20.265147,5000.00,6949.68,6999.14,2097.00,1961-01-01,0,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0646,Active,2022-03-15T12:31:22.274935,,2022-04-10T12:15:32.255119,1745.00,6518.00,6518.00,1173.00,1996-11-30,1,5121,Individual Loan IPP,1.0
abc0647,Active,2022-03-09T12:57:15.299039,,2022-08-09T02:17:30.286641,10450.00,13130.76,13224.14,3984.00,1982-07-01,1,5121,Group Loan 7th Mar 2022,0.992938671248187
abc0648,Active,2022-03-16T06:30:56.617089,,2022-05-15T23:50:08.988121,3716.00,7118.00,7118.00,1281.00,,1,5121,Individual Loan IPP,1.0
abc0649,Active,2022-03-15T06:21:36.671048,,2022-09-30T23:32:21.169414,12822.00,12645.89,13404.14,4020.00,1963-02-01,0,5121,Group Loan 7th Mar 2022,0.9434316561898041
abc0650,Active,2022-03-05T10:13:30.291234,,2022-05-30T22:17:56.951369,3850.00,6875.02,6924.14,2074.00,1969-10-22,1,5121,Group Loan 7th Mar 2022,0.9929059782153452
abc0651,Active,2022-04-05T12:27:04.16854,,2022-05-27T13:22:56.194187,3741.00,6607.48,7269.14,2902.00,1944-02-09,1,5121,Group Loan 7th Mar 2022,0.9089768528326597
abc0652,Active,2022-03-01T13:42:25.96033,,2022-09-05T08:15:37.131453,3551.00,3856.70,3884.14,1161.00,1993-05-15,1,5121,Group Loan 7th Mar 2022,0.9929353730812999
abc0653,Active,2022-02-17T12:18:52.422828,,2022-07-21T00:26:06.194572,5662.00,7139.14,7139.14,2139.00,1994-04-02,0,5121,Group Loan 7th Mar 2022,1.0
abc0654,Completed,2022-03-08T11:09:40.958257,2022-09-15T11:51:13.680831,2022-10-06T11:06:11.419049,13639.14,13547.36,13639.14,4542.00,1978-01-01,1,5121,Group Loan 7th Mar 2022,0.9932708367243096
abc0655,Active,2022-03-18T12:29:02.895325,,2022-05-08T11:22:50.816745,1300.00,2888.00,2888.00,518.00,1969-01-01,0,5121,Individual Loan IPP,1.0
abc0656,Active,2022-03-14T11:45:12.279042,,2022-05-17T13:58:02.463463,7200.00,13168.00,13168.00,2371.00,1959-06-21,0,5121,Individual Loan IPP,1.0
abc0657,Active,2022-02-04T12:46:26.947045,,2022-07-27T08:27:14.882231,9277.00,10769.14,10769.14,3228.00,1974-07-03,0,5121,Group Loan 7th Mar 2022,1.0
abc0658,Completed,2022-03-03T05:34:55.922475,2022-07-07T07:41:26.117837,2022-10-01T05:32:48.314079,13404.14,13309.42,13404.14,4020.00,1962-02-03,1,5121,Group Loan 7th Mar 2022,0.992933526507482
abc0659,Active,2022-03-07T10:58:57.046038,,2022-06-15T01:33:52.270506,11003.00,13638.00,13638.00,2456.00,2022-02-03,1,5121,Individual Loan IPP,1.0
abc0660,Completed,2022-03-09T08:52:03.940344,2022-09-17T10:01:46.112384,2022-10-07T08:49:37.164363,10939.14,10861.84,10939.14,3280.00,1959-01-01,1,5121,Group Loan 7th Mar 2022,0.9929336309801319
abc0661,Completed,2022-03-08T09:47:17.844519,2022-04-27T09:13:44.621552,2022-10-06T09:55:09.743933,16310.05,16194.24,16310.05,4859.00,1957-02-22,1,5121,Group Loan 7th Mar 2022,0.9928994699587065
abc0662,Completed,2022-04-21T08:38:22.238424,2022-09-05T05:36:24.819536,2022-11-19T08:37:37.930732,1829.14,1584.00,1829.14,726.00,1958-08-11,0,5121,Group Loan 7th Mar 2022,0.8659807341154859
abc0663,Active,2022-03-14T07:13:33.143805,,2022-03-28T19:18:59.592168,1180.00,3701.89,3924.14,1173.00,1994-12-27,1,5121,Group Loan 7th Mar 2022,0.9433633866273884
abc0664,Active,2022-07-26T05:54:15.790675,,2022-08-09T05:54:15.790675,700.00,1257.28,2351.86,700.00,1970-01-01T09:00:00,1,5078,Individual loan,0.5345896439413911
abc0665,Active,2022-03-15T07:07:51.196697,,2022-07-07T10:29:09.481879,6500.00,7118.00,7118.00,1281.00,1957-02-03,0,5121,Individual Loan IPP,1.0
abc0666,Active,2022-03-16T08:17:37.758619,,2022-08-29T12:24:13.574722,17400.00,19589.75,20764.14,6229.00,1974-12-12,1,5121,Group Loan 7th Mar 2022,0.9434414331631361
abc0667,Completed,2022-02-11T08:48:38.679605,2022-06-07T15:12:57.43426,2022-06-17T08:53:14.93409,13398.00,13398.00,13398.00,2413.00,,1,5121,Individual Loan IPP,1.0
abc0668,Active,2022-04-14T09:22:59.241232,,2022-05-11T10:57:49.412973,2120.00,4212.57,4865.86,1926.00,,1,5121,Group Loan 7th Mar 2022,0.8657400747247146
abc0669,Active,2022-04-13T09:41:59.976396,,2022-08-16T17:10:32.736318,7490.00,7528.00,7528.00,1353.00,1968-04-15,0,5121,Individual Loan IPP,1.0
abc0670,Active,2022-02-15T10:26:06.183866,,2022-03-09T15:12:55.392798,2300.00,6999.14,6999.14,2097.00,1980-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0671,Completed,2022-02-28T08:06:43.430733,2022-06-30T04:29:20.442357,2022-07-04T08:06:43.430735,3908.00,3908.00,3908.00,702.00,,1,5121,Individual Loan IPP,1.0
abc0672,Active,2022-03-21T05:30:06.199234,,2022-07-24T05:56:41.842152,17520.00,22640.05,23794.14,9512.00,1966-02-03,1,5121,Group Loan 7th Mar 2022,0.9514968811648582
abc0673,Active,2022-02-15T10:32:56.100928,,2022-04-29T03:01:50.980623,3550.00,6999.14,6999.14,2097.00,1990-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0674,Active,2022-03-15T09:18:19.078654,,2022-08-12T03:35:26.051729,10544.00,12754.38,13519.14,4054.00,1988-02-06,0,5121,Group Loan 7th Mar 2022,0.9434313129385449
abc0675,Completed,2022-03-05T09:10:27.693338,2022-05-28T10:03:58.598914,2022-10-03T09:08:57.716769,10859.14,10782.36,10859.14,3254.00,1969-08-03,1,5121,Group Loan 7th Mar 2022,0.9929294585022387
abc0676,Completed,2022-02-10T07:42:03.072574,2022-06-03T14:39:39.119398,2022-06-16T07:42:39.737673,12878.00,12878.00,12878.00,2321.00,,1,5121,Individual Loan IPP,1.0
abc0677,Active,2022-02-23T06:47:41.357002,,2022-03-12T18:33:53.871444,4150.00,13289.14,13289.14,3986.00,1980-10-30,1,5121,Group Loan 7th Mar 2022,1.0
abc0678,Active,2022-04-27T06:43:14.633867,,2022-06-25T14:18:10.856142,7930.00,12769.10,14046.79,5614.00,1962-10-11,1,5121,Group Loan  IPP,0.9090404284537607
abc0679,Active,2022-03-10T09:15:53.840807,,2022-03-26T18:07:23.796459,3140.00,10184.14,10184.14,3053.00,1946-01-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0680,Completed,2022-03-16T10:08:25.179428,2022-09-13T05:50:13.590964,2022-10-14T10:06:58.768628,23966.94,22687.18,23966.94,8129.00,1961-01-01,0,5121,Group Loan 7th Mar 2022,0.9466031124540721
abc0681,Completed,2022-02-15T10:50:56.432506,2022-03-02T08:06:05.587894,2022-09-15T10:49:58.639865,13289.14,13289.14,13289.14,3986.00,1987-07-01,1,5121,Group Loan 7th Mar 2022,1.0
abc0682,Completed,2022-03-08T13:11:39.779279,2022-09-18T05:38:07.580942,2022-10-06T13:11:37.180821,13459.14,13364.14,13459.14,4054.00,1975-03-05,1,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0683,Active,2022-03-21T10:18:29.377642,,2022-09-19T11:27:46.078673,12464.00,13044.00,13709.14,5478.00,1971-02-03,1,5121,Group Loan 7th Mar 2022,0.9514820039769089
abc0684,Active,2022-03-16T10:19:35.405121,,2022-04-03T21:03:28.923275,2900.00,13638.00,13638.00,2456.00,1973-02-18,0,5121,Individual Loan IPP,1.0
abc0685,Active,2022-04-05T06:03:31.12128,,2022-08-23T15:06:56.76947,10904.00,12662.08,13929.14,5566.00,1969-04-03,0,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0686,Active,2022-03-09T08:15:29.590917,,2022-09-21T05:17:31.107274,6600.00,6949.68,6999.14,2097.00,1999-11-20,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0687,Active,2022-03-18T08:02:55.998519,,2022-05-16T07:46:08.118958,3386.00,6648.00,6648.00,1196.00,1936-01-01,0,5121,Individual Loan IPP,1.0
abc0688,Completed,2022-03-02T14:08:23.862891,2022-06-14T05:31:50.810573,2022-09-30T14:05:04.451433,6999.14,6949.68,6999.14,2097.00,1972-01-01,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0689,Active,2022-03-25T12:16:37.390355,,2022-06-23T01:43:35.23584,10096.00,14647.00,16123.97,6376.00,1987-07-12,1,5121,Group Loan 7th Mar 2022,0.90839911014471
abc0690,Active,2022-02-18T07:46:20.414322,,2022-08-02T21:47:06.528221,5850.00,6999.14,6999.14,2097.00,1998-05-23,1,5121,Group Loan 7th Mar 2022,1.0
abc0691,Completed,2022-03-10T08:13:13.10354,2022-08-23T09:52:57.89348,2022-10-08T08:13:10.505083,13459.14,13364.14,13459.14,4054.00,1969-07-07,1,5121,Group Loan 7th Mar 2022,0.9929415995375633
abc0692,Active,2022-07-25T13:49:23.719474,,2022-08-17T00:37:50.738238,2504.00,4214.60,8171.86,2200.00,1981-01-01T09:00:00,0,5074,Individual loan,0.5157454973531118
abc0693,Active,2022-03-03T13:14:09.040446,,2022-05-11T02:14:27.763065,11700.00,23531.86,23699.14,7138.00,1956-01-01,1,5121,Group Loan 7th Mar 2022,0.9929415160212565
abc0694,Active,2022-03-02T08:54:28.371928,,2022-03-26T22:13:37.420675,2500.00,7366.74,7419.14,2223.00,1972-10-09,1,5121,Group Loan 7th Mar 2022,0.9929371867898436
abc0695,Completed,2022-03-05T07:25:10.317837,2022-03-05T07:25:10.317837,2022-03-05T07:25:10.317837,0.00,0.00,0.00,0.00,1967-02-02,0,5121,Cash Sales IPP,1.0
abc0696,Active,2022-03-24T10:15:00.468329,,2022-04-07T12:25:46.098295,2900.00,6906.55,7259.14,2898.00,1957-01-01,1,5121,Group Loan 7th Mar 2022,0.9514281306050028
abc0697,Active,2022-03-15T08:02:41.967802,,2022-07-15T01:09:11.549074,4889.00,6859.74,7242.74,2115.00,1971-04-13,1,5121,Group Loan 7th Mar 2022,0.9471194603147428
abc0698,Active,2022-04-25T13:12:02.131524,,2022-08-11T17:11:44.368499,3780.00,4348.00,4348.00,781.00,1964-01-01,1,5121,Individual Loan IPP - Old,1.0
abc0699,Active,2022-03-15T09:13:09.06322,,2022-07-20T20:40:29.827806,9060.00,12488.63,13289.14,3382.00,1960-04-02,1,5121,Group Loan 7th Mar 2022,0.9397620914521181
abc0700,Active,2022-02-18T13:24:25.813613,,2022-07-31T22:40:01.660375,11005.00,13289.14,13289.14,3986.00,1996-11-21,1,5121,Group Loan 7th Mar 2022,1.0
abc0701,Completed,2022-03-02T13:11:17.444287,2022-05-31T05:50:24.807437,2022-07-06T13:09:26.441259,12758.00,12758.00,12758.00,2297.00,1974-09-05,1,5121,Individual Loan IPP,1.0
abc0702,Active,2022-03-17T11:39:09.403498,,2022-06-17T14:56:20.436684,9550.00,12698.00,12698.00,2286.00,,1,5121,Individual Loan IPP,1.0
abc0703,Active,2022-02-28T12:57:38.916521,,2022-05-06T04:02:18.715724,3400.00,6949.68,6999.14,2097.00,1975-06-16,1,5121,Group Loan 7th Mar 2022,0.9929334175341542
abc0704,Active,2022-03-01T12:26:33.952787,,2022-09-26T02:39:41.102605,7157.00,7247.54,7247.54,2097.00,1986-04-08,1,5121,Group Loan 7th Mar 2022,1.0
abc0705,Completed,2022-03-23T12:20:09.414307,2022-07-20T08:25:51.679788,2022-07-27T12:20:09.414308,13638.00,13638.00,13638.00,2456.00,1958-02-03,1,5121,Individual Loan IPP,1.0
abc0706,Completed,2022-02-19T08:35:30.646511,2022-08-20T04:28:40.196501,2022-09-19T08:32:16.323079,16524.14,16524.14,16524.14,4954.00,1993-07-06,1,5121,Group Loan 7th Mar 2022,1.0
abc0707,Active,2022-03-04T06:35:02.862303,,2022-04-03T10:55:12.650231,4000.00,13398.00,13398.00,2413.00,1978-02-03,1,5121,Individual Loan IPP,1.0
abc0708,Active,2022-03-22T12:32:58.469548,,2022-04-22T07:13:41.084851,2750.00,9078.00,9078.00,1635.00,1986-02-03,1,5121,Individual Loan IPP,1.0
abc0709,Active,2022-03-29T09:33:36.01916,,2022-04-12T10:35:58.593417,2819.00,6696.40,7389.08,2818.00,1987-10-16,1,5121,Group Loan 7th Mar 2022,0.9062562592366032
abc0710,Completed,2022-03-05T07:19:53.722091,2022-06-23T06:50:27.493801,2022-10-03T07:18:50.988382,7787.89,7732.82,7787.89,2334.00,,1,5121,Group Loan 7th Mar 2022,0.9929287650441904
abc0711,Active,2022-02-22T07:54:17.070514,,2022-09-21T04:40:37.959086,17180.00,17249.14,17249.14,5175.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0712,Active,2022-02-16T12:18:38.31538,,2022-04-02T16:41:39.028284,8400.00,20474.14,20474.14,6143.00,1976-02-15,0,5121,Group Loan 7th Mar 2022,1.0
abc0713,Active,2022-03-07T08:11:09.483445,,2022-09-29T02:32:51.649178,6940.00,7059.14,7059.14,2115.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0714,Active,2022-03-11T12:27:08.102289,,2022-09-12T17:27:57.498497,18710.00,19468.93,20594.14,6669.00,1981-10-09,1,5121,Group Loan 7th Mar 2022,0.9453626128597746
abc0715,Active,2022-02-22T10:14:53.023526,,2022-09-09T19:47:00.381397,21105.00,22089.14,22089.14,6626.00,,1,5121,Group Loan 7th Mar 2022,1.0
abc0716,Active,2022-03-15T07:59:04.400793,,2022-04-26T05:30:52.714635,6163.00,13410.46,14162.88,4851.00,1953-01-01,1,5121,Group Loan 7th Mar 2022,0.9468737996791613
abc0717,Completed,2022-03-02T07:36:08.503618,2022-08-19T13:22:20.707522,2022-09-30T07:36:25.634578,14264.14,14163.26,14264.14,4278.00,1996-01-15,0,5121,Group Loan 7th Mar 2022,0.9929277194419012
abc0718,Active,2022-03-08T12:48:53.262673,,2022-06-20T22:21:50.08139,7130.00,11427.78,11509.14,3451.00,1963-01-01,1,5121,Group Loan 7th Mar 2022,0.9929308358400367
abc0719,Active,2022-03-01T12:48:11.539593,,2022-08-24T04:53:53.768915,18080.00,20597.52,20744.14,6224.00,1980-09-09,1,5121,Group Loan 7th Mar 2022,0.992931979826592
abc0720,Active,2022-02-09T12:23:38.395841,,2022-07-22T19:05:59.958626,11000.00,13289.14,13289.14,3986.00,1974-12-22,1,5121,Group Loan 7th Mar 2022,1.0
abc0721,Active,2022-03-07T12:13:40.845534,,2022-07-28T05:17:11.846993,5329.00,7009.26,7059.14,2115.00,1966-01-01,1,5121,Group Loan 7th Mar 2022,0.9929339834597416
abc0722,Active,2022-02-16T08:29:52.085933,,2022-06-21T21:47:39.297499,6688.00,9634.14,9634.14,2886.00,1994-02-02,0,5121,Group Loan 7th Mar 2022,1.0
abc0723,Active,2022-03-11T08:11:07.306454,,2022-06-26T12:08:00.56981,3300.00,3828.00,3828.00,688.00,,1,5121,Individual Loan IPP,1.0
abc0724,Completed,2022-02-10T07:59:26.793675,2022-08-08T09:35:06.33264,2022-09-10T07:59:05.498563,21314.14,21314.14,21314.14,6395.00,1964-01-01,0,5121,Group Loan 7th Mar 2022,1.0
abc0725,Active,2022-03-30T11:56:22.082704,,2022-07-15T09:33:37.182647,9490.00,12662.08,13929.14,5566.00,,1,5121,Group Loan 7th Mar 2022,0.9090353029691711
abc0726,Active,2022-03-03T13:13:26.468019,,2022-04-06T00:51:12.231855,7551.00,20324.54,20469.14,6141.00,1958-01-04,0,5121,Group Loan 7th Mar 2022,0.9929357071181301
abc0727,Active,2022-04-23T07:36:30.185061,,2022-06-19T09:56:34.800631,3630.00,7328.00,7328.00,1317.00,1956-01-01,1,5121,Individual Loan IPP - Old,1.0
abc0728,Completed,2022-02-16T10:37:10.099409,2022-06-07T10:51:25.006907,2022-06-22T10:36:11.085896,7998.00,7998.00,7998.00,1439.00,1968-12-27,1,5121,Individual Loan IPP,1.0
